Record_ID,Video_ID,Video_Title,Channel_ID,Country_ID,Category_ID,Trending_Date,Published_Date,Trending_Rank,Views,Likes,Comments,Duration_Days
TR000469,VID000469,The Ultimate Tech Review 2026,CH001,TW,C07,2026-06-16,2026-04-20,19,576450,23604,3262,9
TR000470,VID000470,Best Travel Destinations 2026,CH003,GB,C04,2026-06-16,2026-04-08,20,1141805,25772,3971,4
TR000471,VID000471,New Science Discovery Explained,CH001,TW,C07,2026-06-16,2026-03-24,21,1352410,48543,8879,13
TR000472,VID000472,Funny Moments You Can't Miss,CH008,CA,C05,2026-06-16,2026-05-18,22,1883230,92563,26644,9
TR000473,VID000473,Funny Moments You Can't Miss,CH008,CA,C05,2026-06-16,2026-04-15,23,117205,13703,251,5
TR000474,VID000474,AI Technology Explained,CH002,KR,C01,2026-06-16,2026-03-24,24,478051,28389,2641,7
TR000475,VID000475,New Science Discovery Explained,CH011,US,C02,2026-06-16,2026-06-06,25,2435452,197816,20626,6
TR000476,VID000476,New Science Discovery Explained,CH010,JP,C10,2026-06-16,2026-04-22,26,498442,11505,795,4
TR000477,VID000477,Amazing Street Food Tour,CH011,KR,C02,2026-06-16,2026-04-23,27,296244,7308,2525,2
TR000478,VID000478,2026 Global Music Festival Highlights,CH006,TW,C08,2026-06-16,2026-06-10,28,2872414,118756,29592,6
TR000479,VID000479,Amazing Street Food Tour,CH009,TW,C06,2026-06-16,2026-03-08,29,3818364,142707,53901,11
TR000480,VID000480,AI Technology Explained,CH008,CA,C05,2026-06-16,2026-03-08,30,166447,14750,1724,1
TR000481,VID000481,Funny Moments You Can't Miss,CH001,TW,C07,2026-06-17,2026-04-10,1,474277,53907,1753,13
TR000482,VID000482,Behind the Scenes: Movie Production,CH010,US,C10,2026-06-17,2026-05-16,2,911264,34208,9242,2
TR000483,VID000483,Top 10 Gaming Moments,CH011,JP,C02,2026-06-17,2026-04-28,3,554214,61533,3764,13
TR000484,VID000484,2026 Global Music Festival Highlights,CH011,KR,C02,2026-06-17,2026-05-21,4,305734,4876,2766,11
TR000485,VID000485,Top 10 Gaming Moments,CH009,GB,C06,2026-06-17,2026-05-06,5,169785,14205,2099,1
TR000486,VID000486,K-Pop New Release Performance,CH009,US,C06,2026-06-17,2026-04-09,6,847428,19575,11619,13
TR000487,VID000487,Behind the Scenes: Movie Production,CH002,JP,C01,2026-06-17,2026-04-16,7,2224353,52318,31800,2
TR000488,VID000488,Championship Final Highlights,CH006,TW,C08,2026-06-17,2026-05-29,8,1199114,80121,5525,14
TR000489,VID000489,Behind the Scenes: Movie Production,CH003,GB,C04,2026-06-17,2026-03-07,9,1055110,73596,1574,1
TR000490,VID000490,AI Technology Explained,CH009,GB,C06,2026-06-17,2026-06-11,10,1074419,106335,5734,12
TR000491,VID000491,K-Pop New Release Performance,CH001,JP,C07,2026-06-17,2026-05-11,11,1338372,83924,12900,11
TR000492,VID000492,Amazing Street Food Tour,CH012,TW,C01,2026-06-17,2026-05-08,12,840024,51633,8328,12
TR000493,VID000493,Best Travel Destinations 2026,CH002,KR,C01,2026-06-17,2026-04-15,13,274017,4740,1333,13
TR000494,VID000494,Best Travel Destinations 2026,CH011,JP,C02,2026-06-17,2026-03-21,14,75093,8436,152,3
TR000495,VID000495,Breaking News: Global Update,CH006,JP,C08,2026-06-17,2026-06-16,15,1958573,223210,22187,13
TR000496,VID000496,AI Technology Explained,CH004,US,C03,2026-06-17,2026-05-13,16,481798,47993,296,12
TR000497,VID000497,Best Travel Destinations 2026,CH011,JP,C02,2026-06-17,2026-05-25,17,1042855,24034,13716,14
TR000498,VID000498,Behind the Scenes: Movie Production,CH007,US,C09,2026-06-17,2026-05-12,18,185977,15135,1100,7
TR000499,VID000499,Best Travel Destinations 2026,CH001,TW,C07,2026-06-17,2026-03-24,19,275213,19201,3308,1
TR000500,VID000500,New Science Discovery Explained,CH012,AU,C01,2026-06-17,2026-03-29,20,1243099,116325,8538,9
TR000501,VID000501,Best Travel Destinations 2026,CH005,JP,C02,2026-06-17,2026-06-04,21,205455,13639,1382,8
TR000502,VID000502,New Science Discovery Explained,CH005,TW,C02,2026-06-17,2026-03-08,22,1938997,178197,15447,6
TR000503,VID000503,AI Technology Explained,CH001,JP,C07,2026-06-17,2026-03-28,23,2131298,229273,4820,3
TR000504,VID000504,Best Travel Destinations 2026,CH004,TW,C03,2026-06-17,2026-04-05,24,247603,9222,1240,7
TR000505,VID000505,Funny Moments You Can't Miss,CH006,TW,C08,2026-06-17,2026-05-29,25,1467154,110111,21714,1
TR000506,VID000506,2026 Global Music Festival Highlights,CH001,US,C07,2026-06-17,2026-04-11,26,200801,17695,2144,13
TR000507,VID000507,2026 Global Music Festival Highlights,CH002,KR,C01,2026-06-17,2026-02-22,27,4140386,71731,58810,5
TR000508,VID000508,2026 Global Music Festival Highlights,CH007,AU,C09,2026-06-17,2026-05-31,28,1766432,64751,10920,3
TR000509,VID000509,Amazing Street Food Tour,CH007,AU,C09,2026-06-17,2026-04-29,29,1236375,105946,7934,11
TR000510,VID000510,Championship Final Highlights,CH010,US,C10,2026-06-17,2026-06-01,30,609398,9779,6697,8
TR000511,VID000511,Breaking News: Global Update,CH001,TW,C07,2026-06-18,2026-03-24,1,419525,20989,5024,3
TR000512,VID000512,Funny Moments You Can't Miss,CH002,TW,C01,2026-06-18,2026-05-04,2,1503894,99040,1043,8
TR000513,VID000513,Top 10 Gaming Moments,CH002,JP,C01,2026-06-18,2026-05-01,3,116057,10796,1484,9
TR000514,VID000514,Top 10 Gaming Moments,CH001,TW,C07,2026-06-18,2026-03-28,4,405469,22067,4928,13
TR000515,VID000515,Best Travel Destinations 2026,CH011,JP,C02,2026-06-18,2026-03-17,5,208813,19120,1946,14
TR000516,VID000516,K-Pop New Release Performance,CH004,US,C03,2026-06-18,2026-04-19,6,402877,36616,4037,11
TR000517,VID000517,Championship Final Highlights,CH011,JP,C02,2026-06-18,2026-04-17,7,299678,24381,564,9
TR000518,VID000518,Best Travel Destinations 2026,CH004,JP,C03,2026-06-18,2026-04-21,8,1266768,123010,14441,10
TR000519,VID000519,Funny Moments You Can't Miss,CH004,JP,C03,2026-06-18,2026-03-11,9,1295292,120380,3838,12
TR000520,VID000520,Breaking News: Global Update,CH006,TW,C08,2026-06-18,2026-04-21,10,2035366,224631,23409,5
TR000521,VID000521,K-Pop New Release Performance,CH010,US,C10,2026-06-18,2026-03-04,11,2855121,89736,21047,6
TR000522,VID000522,The Ultimate Tech Review 2026,CH008,CA,C05,2026-06-18,2026-04-20,12,1342346,46262,12345,14
TR000523,VID000523,Breaking News: Global Update,CH012,TW,C01,2026-06-18,2026-05-05,13,646469,49383,1576,10
TR000524,VID000524,New Science Discovery Explained,CH007,AU,C09,2026-06-18,2026-04-17,14,2211262,218042,9825,9
TR000525,VID000525,Behind the Scenes: Movie Production,CH003,GB,C04,2026-06-18,2026-04-12,15,106723,4620,348,14
TR000526,VID000526,Top 10 Gaming Moments,CH011,US,C02,2026-06-18,2026-05-27,16,1335826,28893,15713,7
TR000527,VID000527,2026 Global Music Festival Highlights,CH007,AU,C09,2026-06-18,2026-03-22,17,574033,30812,3885,5
TR000528,VID000528,AI Technology Explained,CH006,JP,C08,2026-06-18,2026-05-28,18,258114,27950,3214,8
TR000529,VID000529,The Ultimate Tech Review 2026,CH002,KR,C01,2026-06-18,2026-03-21,19,865221,103477,10788,8
TR000530,VID000530,K-Pop New Release Performance,CH011,KR,C02,2026-06-18,2026-04-25,20,330294,29468,4797,4
TR000531,VID000531,Breaking News: Global Update,CH012,AU,C01,2026-06-18,2026-04-18,21,942968,99098,14112,13
TR000532,VID000532,New Science Discovery Explained,CH001,US,C07,2026-06-18,2026-02-22,22,816244,88668,10458,11
TR000533,VID000533,K-Pop New Release Performance,CH012,US,C01,2026-06-18,2026-05-14,23,562186,26670,1362,10
TR000534,VID000534,Breaking News: Global Update,CH003,CA,C04,2026-06-18,2026-03-30,24,717952,42040,4547,9
TR000535,VID000535,Top 10 Gaming Moments,CH004,JP,C03,2026-06-18,2026-05-20,25,311322,27793,1912,3
TR000536,VID000536,K-Pop New Release Performance,CH007,GB,C09,2026-06-18,2026-02-28,26,2112564,114091,20003,5
TR000537,VID000537,K-Pop New Release Performance,CH003,US,C04,2026-06-18,2026-06-06,27,1384508,87808,19561,11
TR000538,VID000538,K-Pop New Release Performance,CH002,JP,C01,2026-06-18,2026-04-24,28,434307,45898,910,5
TR000539,VID000539,Breaking News: Global Update,CH012,US,C01,2026-06-18,2026-03-23,29,1346402,111895,6047,1
TR000540,VID000540,The Ultimate Tech Review 2026,CH007,US,C09,2026-06-18,2026-06-03,30,1299709,47358,1447,1
TR000541,VID000541,AI Technology Explained,CH002,KR,C01,2026-06-19,2026-02-27,1,60281,5244,825,8
TR000542,VID000542,New Science Discovery Explained,CH010,US,C10,2026-06-19,2026-06-06,2,56934,1772,501,2
TR000543,VID000543,Championship Final Highlights,CH004,TW,C03,2026-06-19,2026-05-24,3,290885,22508,3109,10
TR000544,VID000544,K-Pop New Release Performance,CH001,US,C07,2026-06-19,2026-06-03,4,567508,49669,5194,8
TR000545,VID000545,Behind the Scenes: Movie Production,CH011,KR,C02,2026-06-19,2026-03-24,5,1083119,129660,1013,1
TR000546,VID000546,Top 10 Gaming Moments,CH007,US,C09,2026-06-19,2026-06-11,6,235254,26767,2764,12
TR000547,VID000547,K-Pop New Release Performance,CH007,US,C09,2026-06-19,2026-02-20,7,2273487,247011,11225,2
TR000548,VID000548,The Ultimate Tech Review 2026,CH002,JP,C01,2026-06-19,2026-03-03,8,161811,5283,1195,6
TR000549,VID000549,Championship Final Highlights,CH008,CA,C05,2026-06-19,2026-05-18,9,342429,40123,3941,8
TR000550,VID000550,Championship Final Highlights,CH008,CA,C05,2026-06-19,2026-04-24,10,347493,10888,1218,13
TR000551,VID000551,Amazing Street Food Tour,CH008,CA,C05,2026-06-19,2026-06-09,11,204843,17569,288,10
TR000552,VID000552,Championship Final Highlights,CH006,JP,C08,2026-06-19,2026-03-16,12,121040,11688,194,8
TR000553,VID000553,New Science Discovery Explained,CH007,AU,C09,2026-06-19,2026-06-17,13,754058,60179,2082,10
TR000554,VID000554,AI Technology Explained,CH008,CA,C05,2026-06-19,2026-03-01,14,1034713,49384,564,14
TR000555,VID000555,Championship Final Highlights,CH007,US,C09,2026-06-19,2026-04-15,15,67119,6802,89,2
TR000556,VID000556,AI Technology Explained,CH009,US,C06,2026-06-19,2026-06-06,16,298402,15350,2517,8
TR000557,VID000557,Funny Moments You Can't Miss,CH001,US,C07,2026-06-19,2026-03-05,17,655922,67698,9738,8
TR000558,VID000558,Funny Moments You Can't Miss,CH004,TW,C03,2026-06-19,2026-03-20,18,64365,4498,471,12
TR000559,VID000559,Best Travel Destinations 2026,CH012,TW,C01,2026-06-19,2026-03-28,19,198499,19645,453,4
TR000560,VID000560,2026 Global Music Festival Highlights,CH011,KR,C02,2026-06-19,2026-03-15,20,615882,17386,2062,1
TR000561,VID000561,AI Technology Explained,CH005,TW,C02,2026-06-19,2026-03-28,21,486167,51683,3082,7
TR000562,VID000562,New Science Discovery Explained,CH008,US,C05,2026-06-19,2026-04-03,22,2489226,210277,6341,8
TR000563,VID000563,New Science Discovery Explained,CH012,US,C01,2026-06-19,2026-03-17,23,429089,24753,5834,8
TR000564,VID000564,Behind the Scenes: Movie Production,CH007,AU,C09,2026-06-19,2026-04-23,24,1429781,139392,5955,3
TR000565,VID000565,Funny Moments You Can't Miss,CH011,KR,C02,2026-06-19,2026-04-21,25,661034,22070,6778,14
TR000566,VID000566,Behind the Scenes: Movie Production,CH005,TW,C02,2026-06-19,2026-03-27,26,706667,29125,3050,2
TR000567,VID000567,Behind the Scenes: Movie Production,CH001,TW,C07,2026-06-19,2026-03-30,27,383923,19917,714,8
TR000568,VID000568,K-Pop New Release Performance,CH002,JP,C01,2026-06-19,2026-03-02,28,135417,15463,1265,10
TR000569,VID000569,Best Travel Destinations 2026,CH011,KR,C02,2026-06-19,2026-05-11,29,1050240,99609,8336,13
TR000570,VID000570,Amazing Street Food Tour,CH002,TW,C01,2026-06-19,2026-03-01,30,2020562,205881,6011,14
TR000571,VID000571,Amazing Street Food Tour,CH005,JP,C02,2026-06-20,2026-03-31,1,4926053,544888,38880,7
TR000572,VID000572,2026 Global Music Festival Highlights,CH004,TW,C03,2026-06-20,2026-05-18,2,552103,57729,7708,12
TR000573,VID000573,Funny Moments You Can't Miss,CH003,CA,C04,2026-06-20,2026-03-14,3,231507,14792,2711,9
TR000574,VID000574,Championship Final Highlights,CH008,CA,C05,2026-06-20,2026-05-24,4,143842,4778,863,10
TR000575,VID000575,Amazing Street Food Tour,CH003,CA,C04,2026-06-20,2026-03-09,5,612322,24418,6320,8
TR000576,VID000576,Breaking News: Global Update,CH007,AU,C09,2026-06-20,2026-03-26,6,283157,6214,220,6
TR000577,VID000577,Championship Final Highlights,CH008,US,C05,2026-06-20,2026-05-02,7,219097,3979,3164,3
TR000578,VID000578,AI Technology Explained,CH007,GB,C09,2026-06-20,2026-06-03,8,132628,11088,436,2
TR000579,VID000579,Behind the Scenes: Movie Production,CH006,TW,C08,2026-06-20,2026-05-14,9,616209,27195,2824,13
TR000580,VID000580,AI Technology Explained,CH004,TW,C03,2026-06-20,2026-05-19,10,754190,54314,4170,14
TR000581,VID000581,Championship Final Highlights,CH003,GB,C04,2026-06-20,2026-03-13,11,288225,30033,516,1
TR000582,VID000582,Championship Final Highlights,CH012,TW,C01,2026-06-20,2026-06-16,12,194761,6980,563,12
TR000583,VID000583,New Science Discovery Explained,CH008,US,C05,2026-06-20,2026-06-06,13,1034067,36074,592,10
TR000584,VID000584,Breaking News: Global Update,CH009,US,C06,2026-06-20,2026-05-31,14,398221,37494,3535,8
TR000585,VID000585,Best Travel Destinations 2026,CH005,JP,C02,2026-06-20,2026-04-23,15,1338218,55125,14584,2
TR000586,VID000586,2026 Global Music Festival Highlights,CH004,US,C03,2026-06-20,2026-06-16,16,394723,18929,4152,6
TR000587,VID000587,Amazing Street Food Tour,CH009,US,C06,2026-06-20,2026-05-21,17,511624,54042,6357,14
TR000588,VID000588,Funny Moments You Can't Miss,CH001,JP,C07,2026-06-20,2026-06-05,18,819489,94027,2038,5
TR000589,VID000589,K-Pop New Release Performance,CH008,US,C05,2026-06-20,2026-06-15,19,293297,11110,211,2
TR000590,VID000590,Championship Final Highlights,CH005,JP,C02,2026-06-20,2026-03-26,20,388112,27140,4131,2
TR000591,VID000591,Championship Final Highlights,CH010,JP,C10,2026-06-20,2026-04-29,21,391323,29572,2828,11
TR000592,VID000592,2026 Global Music Festival Highlights,CH006,TW,C08,2026-06-20,2026-04-12,22,485712,10714,4432,8
TR000593,VID000593,Championship Final Highlights,CH012,AU,C01,2026-06-20,2026-05-21,23,307518,32804,3674,13
TR000594,VID000594,Amazing Street Food Tour,CH006,JP,C08,2026-06-20,2026-03-18,24,713081,30138,10383,8
TR000595,VID000595,2026 Global Music Festival Highlights,CH002,JP,C01,2026-06-20,2026-05-20,25,503581,31767,1905,1
TR000596,VID000596,2026 Global Music Festival Highlights,CH009,TW,C06,2026-06-20,2026-03-06,26,327212,17249,4071,6
TR000597,VID000597,2026 Global Music Festival Highlights,CH006,TW,C08,2026-06-20,2026-03-03,27,271470,5548,2329,6
TR000598,VID000598,Championship Final Highlights,CH001,JP,C07,2026-06-20,2026-05-06,28,673415,69560,2496,13
TR000599,VID000599,Amazing Street Food Tour,CH006,TW,C08,2026-06-20,2026-05-24,29,216530,7891,160,6
TR000600,VID000600,Amazing Street Food Tour,CH010,JP,C10,2026-06-20,2026-05-28,30,1084874,76825,1056,10
TR000601,VID000601,Best Travel Destinations 2026,CH004,TW,C03,2026-06-21,2026-04-12,1,1450935,72360,20251,12
TR000602,VID000602,Breaking News: Global Update,CH007,GB,C09,2026-06-21,2026-06-02,2,2054539,197698,2339,1
TR000603,VID000603,2026 Global Music Festival Highlights,CH003,CA,C04,2026-06-21,2026-06-01,3,49746,5100,612,7
TR000604,VID000604,New Science Discovery Explained,CH011,JP,C02,2026-06-21,2026-04-17,4,1388641,85584,15796,10
TR000605,VID000605,Top 10 Gaming Moments,CH005,JP,C02,2026-06-21,2026-03-02,5,705167,12736,9629,13
TR000606,VID000606,New Science Discovery Explained,CH010,US,C10,2026-06-21,2026-03-17,6,76531,8214,656,8
TR000607,VID000607,AI Technology Explained,CH008,US,C05,2026-06-21,2026-05-09,7,184069,18928,226,3
TR000608,VID000608,New Science Discovery Explained,CH007,AU,C09,2026-06-21,2026-04-25,8,145105,6529,264,2
TR000609,VID000609,Amazing Street Food Tour,CH002,TW,C01,2026-06-21,2026-02-24,9,2249864,228517,5902,14
TR000610,VID000610,New Science Discovery Explained,CH006,JP,C08,2026-06-21,2026-03-03,10,267635,7038,3114,10
TR000611,VID000611,Championship Final Highlights,CH002,JP,C01,2026-06-21,2026-05-12,11,79065,8670,286,11
TR000612,VID000612,Top 10 Gaming Moments,CH003,GB,C04,2026-06-21,2026-06-10,12,635596,57107,6738,1
TR000613,VID000613,New Science Discovery Explained,CH009,TW,C06,2026-06-21,2026-06-16,13,580034,35533,1403,7
TR000614,VID000614,Best Travel Destinations 2026,CH011,KR,C02,2026-06-21,2026-03-07,14,598342,10594,5535,14
TR000615,VID000615,Amazing Street Food Tour,CH001,JP,C07,2026-06-21,2026-02-28,15,168808,3696,2255,4
TR000616,VID000616,Funny Moments You Can't Miss,CH007,AU,C09,2026-06-21,2026-05-27,16,237060,7544,706,10
TR000617,VID000617,Top 10 Gaming Moments,CH010,JP,C10,2026-06-21,2026-03-03,17,190904,3196,1927,2
TR000618,VID000618,Best Travel Destinations 2026,CH010,JP,C10,2026-06-21,2026-04-07,18,353364,6180,4454,7
TR000619,VID000619,New Science Discovery Explained,CH001,JP,C07,2026-06-21,2026-04-18,19,377654,39685,4192,9
TR000620,VID000620,AI Technology Explained,CH012,AU,C01,2026-06-21,2026-05-05,20,431135,17688,4577,13
TR000621,VID000621,Best Travel Destinations 2026,CH004,US,C03,2026-06-21,2026-02-23,21,78133,6992,346,7
TR000622,VID000622,2026 Global Music Festival Highlights,CH008,CA,C05,2026-06-21,2026-06-09,22,622160,36148,1784,8
TR000623,VID000623,Behind the Scenes: Movie Production,CH004,JP,C03,2026-06-21,2026-06-13,23,60751,6465,103,7
TR000624,VID000624,Top 10 Gaming Moments,CH004,JP,C03,2026-06-21,2026-05-15,24,240380,21968,1808,3
TR000625,VID000625,Top 10 Gaming Moments,CH010,JP,C10,2026-06-21,2026-04-18,25,749781,54343,8353,2
TR000626,VID000626,Breaking News: Global Update,CH006,JP,C08,2026-06-21,2026-06-05,26,340623,11235,4256,7
TR000627,VID000627,Top 10 Gaming Moments,CH002,TW,C01,2026-06-21,2026-05-09,27,118523,12805,1598,9
TR000628,VID000628,Funny Moments You Can't Miss,CH007,GB,C09,2026-06-21,2026-06-02,28,961286,79835,12678,4
TR000629,VID000629,Top 10 Gaming Moments,CH009,US,C06,2026-06-21,2026-03-31,29,503104,35816,849,13
TR000630,VID000630,Best Travel Destinations 2026,CH012,TW,C01,2026-06-21,2026-04-05,30,304436,36295,841,4
TR000631,VID000631,Amazing Street Food Tour,CH003,GB,C04,2026-06-22,2026-03-20,1,1530154,104423,14918,2
TR000632,VID000632,Best Travel Destinations 2026,CH011,JP,C02,2026-06-22,2026-06-20,2,219093,17521,2223,5
TR000633,VID000633,2026 Global Music Festival Highlights,CH011,KR,C02,2026-06-22,2026-06-11,3,1923356,32122,23785,1
TR000634,VID000634,The Ultimate Tech Review 2026,CH011,KR,C02,2026-06-22,2026-05-06,4,594471,22045,6894,10
TR000635,VID000635,Breaking News: Global Update,CH008,CA,C05,2026-06-22,2026-03-06,5,385365,9554,5578,12
TR000636,VID000636,The Ultimate Tech Review 2026,CH003,GB,C04,2026-06-22,2026-05-26,6,332488,25733,3074,12
TR000637,VID000637,Championship Final Highlights,CH006,JP,C08,2026-06-22,2026-03-30,7,1107889,42940,11676,1
TR000638,VID000638,New Science Discovery Explained,CH008,US,C05,2026-06-22,2026-02-24,8,205692,7809,281,9
TR000639,VID000639,Behind the Scenes: Movie Production,CH004,TW,C03,2026-06-22,2026-03-07,9,638687,37167,1489,9
TR000640,VID000640,The Ultimate Tech Review 2026,CH010,US,C10,2026-06-22,2026-03-16,10,128721,13311,965,1
TR000641,VID000641,Amazing Street Food Tour,CH003,GB,C04,2026-06-22,2026-05-26,11,1421023,80682,17317,12
TR000642,VID000642,Amazing Street Food Tour,CH004,JP,C03,2026-06-22,2026-03-11,12,736405,49728,1109,2
TR000643,VID000643,Top 10 Gaming Moments,CH008,CA,C05,2026-06-22,2026-05-19,13,372204,11182,4043,6
TR000644,VID000644,The Ultimate Tech Review 2026,CH004,JP,C03,2026-06-22,2026-03-18,14,957346,82348,9913,6
TR000645,VID000645,Breaking News: Global Update,CH003,CA,C04,2026-06-22,2026-03-18,15,349878,39203,1827,14
TR000646,VID000646,Best Travel Destinations 2026,CH007,GB,C09,2026-06-22,2026-04-05,16,510827,46751,2651,14
TR000647,VID000647,Best Travel Destinations 2026,CH007,AU,C09,2026-06-22,2026-05-21,17,407015,19706,5481,8
TR000648,VID000648,Breaking News: Global Update,CH011,JP,C02,2026-06-22,2026-04-04,18,18254,1981,12,1
TR000649,VID000649,Breaking News: Global Update,CH012,AU,C01,2026-06-22,2026-03-04,19,453548,47337,6524,5
TR000650,VID000650,The Ultimate Tech Review 2026,CH009,GB,C06,2026-06-22,2026-04-13,20,327598,32853,1988,13
TR000651,VID000651,Best Travel Destinations 2026,CH005,JP,C02,2026-06-22,2026-03-25,21,285969,8433,479,6
TR000652,VID000652,Top 10 Gaming Moments,CH008,US,C05,2026-06-22,2026-05-24,22,39820,963,57,14
TR000653,VID000653,Championship Final Highlights,CH003,US,C04,2026-06-22,2026-04-25,23,60636,4023,786,13
TR000654,VID000654,AI Technology Explained,CH003,US,C04,2026-06-22,2026-06-19,24,341991,31648,3476,12
TR000655,VID000655,K-Pop New Release Performance,CH004,JP,C03,2026-06-22,2026-06-02,25,753139,50833,8351,13
TR000656,VID000656,New Science Discovery Explained,CH012,US,C01,2026-06-22,2026-03-28,26,635178,30037,4849,11
TR000657,VID000657,Top 10 Gaming Moments,CH003,GB,C04,2026-06-22,2026-03-24,27,419196,32061,3500,8
TR000658,VID000658,K-Pop New Release Performance,CH003,CA,C04,2026-06-22,2026-05-02,28,165660,12670,1390,10
TR000659,VID000659,New Science Discovery Explained,CH010,JP,C10,2026-06-22,2026-06-11,29,441351,38564,1835,1
TR000660,VID000660,Top 10 Gaming Moments,CH010,US,C10,2026-06-22,2026-04-18,30,245420,28858,2061,6
TR000661,VID000661,Amazing Street Food Tour,CH008,US,C05,2026-06-23,2026-06-12,1,1215543,61283,17203,14
TR000662,VID000662,Funny Moments You Can't Miss,CH005,KR,C02,2026-06-23,2026-06-10,2,935694,89345,9993,4
TR000663,VID000663,Funny Moments You Can't Miss,CH006,JP,C08,2026-06-23,2026-04-09,3,542069,25618,3179,7
TR000664,VID000664,Funny Moments You Can't Miss,CH007,AU,C09,2026-06-23,2026-05-26,4,727068,55163,4007,6
TR000665,VID000665,Championship Final Highlights,CH003,US,C04,2026-06-23,2026-05-18,5,166378,4489,2353,9
TR000666,VID000666,New Science Discovery Explained,CH003,GB,C04,2026-06-23,2026-03-09,6,441647,35096,4168,4
TR000667,VID000667,Best Travel Destinations 2026,CH010,US,C10,2026-06-23,2026-04-20,7,660321,20404,4901,13
TR000668,VID000668,Amazing Street Food Tour,CH002,KR,C01,2026-06-23,2026-03-24,8,504369,25470,1179,12
TR000669,VID000669,Championship Final Highlights,CH002,TW,C01,2026-06-23,2026-06-19,9,3855672,410825,34185,3
TR000670,VID000670,Funny Moments You Can't Miss,CH004,TW,C03,2026-06-23,2026-02-27,10,1455046,33938,12665,2
TR000671,VID000671,Best Travel Destinations 2026,CH012,US,C01,2026-06-23,2026-06-07,11,1279546,69111,12038,14
TR000672,VID000672,New Science Discovery Explained,CH010,US,C10,2026-06-23,2026-05-15,12,523094,35445,1784,11
TR000673,VID000673,Behind the Scenes: Movie Production,CH002,KR,C01,2026-06-23,2026-05-18,13,218222,24832,502,10
TR000674,VID000674,Championship Final Highlights,CH007,AU,C09,2026-06-23,2026-03-06,14,1086691,61272,10050,6
TR000675,VID000675,Amazing Street Food Tour,CH003,US,C04,2026-06-23,2026-06-05,15,875079,74894,6544,12
TR000676,VID000676,AI Technology Explained,CH006,JP,C08,2026-06-23,2026-05-27,16,501910,25544,6610,7
TR000677,VID000677,The Ultimate Tech Review 2026,CH001,US,C07,2026-06-23,2026-04-22,17,1454090,25492,3182,3
TR000678,VID000678,2026 Global Music Festival Highlights,CH007,GB,C09,2026-06-23,2026-04-02,18,89285,4931,324,12
TR000679,VID000679,New Science Discovery Explained,CH011,US,C02,2026-06-23,2026-06-12,19,612828,31913,7413,2
TR000680,VID000680,Amazing Street Food Tour,CH012,AU,C01,2026-06-23,2026-06-17,20,1481177,94709,10306,7
TR000681,VID000681,Behind the Scenes: Movie Production,CH011,US,C02,2026-06-23,2026-06-09,21,328470,5421,2442,13
TR000682,VID000682,K-Pop New Release Performance,CH006,JP,C08,2026-06-23,2026-04-15,22,136393,10701,1578,10
TR000683,VID000683,AI Technology Explained,CH011,US,C02,2026-06-23,2026-06-08,23,680866,27668,6244,6
TR000684,VID000684,Top 10 Gaming Moments,CH003,CA,C04,2026-06-23,2026-06-15,24,234382,10175,777,3
TR000685,VID000685,Amazing Street Food Tour,CH005,JP,C02,2026-06-23,2026-05-09,25,1271292,151831,4356,9
TR000686,VID000686,Championship Final Highlights,CH007,GB,C09,2026-06-23,2026-04-13,26,6925515,135926,22068,1
TR000687,VID000687,Behind the Scenes: Movie Production,CH005,KR,C02,2026-06-23,2026-06-13,27,280815,9221,657,14
TR000688,VID000688,K-Pop New Release Performance,CH009,GB,C06,2026-06-23,2026-05-31,28,355523,42270,3705,9
TR000689,VID000689,AI Technology Explained,CH002,KR,C01,2026-06-23,2026-06-10,29,340258,29126,1008,3
TR000690,VID000690,Top 10 Gaming Moments,CH008,US,C05,2026-06-23,2026-05-22,30,267971,17796,1748,12
TR000691,VID000691,Amazing Street Food Tour,CH001,JP,C07,2026-06-24,2026-03-18,1,750891,20310,5714,9
TR000692,VID000692,Best Travel Destinations 2026,CH004,TW,C03,2026-06-24,2026-04-03,2,468342,46243,4835,13
TR000693,VID000693,Breaking News: Global Update,CH002,JP,C01,2026-06-24,2026-04-22,3,320157,25904,3165,3
TR000694,VID000694,AI Technology Explained,CH007,US,C09,2026-06-24,2026-05-29,4,1880475,200838,23588,8
TR000695,VID000695,AI Technology Explained,CH009,GB,C06,2026-06-24,2026-05-04,5,870347,14579,2893,7
TR000696,VID000696,2026 Global Music Festival Highlights,CH012,AU,C01,2026-06-24,2026-05-22,6,1875690,192116,22809,5
TR000697,VID000697,AI Technology Explained,CH010,JP,C10,2026-06-24,2026-03-18,7,255092,21926,2415,6
TR000698,VID000698,Championship Final Highlights,CH006,JP,C08,2026-06-24,2026-05-27,8,3533067,303571,22053,12
TR000699,VID000699,K-Pop New Release Performance,CH007,GB,C09,2026-06-24,2026-03-30,9,1737744,114342,11411,2
TR000700,VID000700,K-Pop New Release Performance,CH007,GB,C09,2026-06-24,2026-03-19,10,137483,11530,465,13
TR000701,VID000701,Funny Moments You Can't Miss,CH012,TW,C01,2026-06-24,2026-03-28,11,1475746,109513,6326,5
TR000702,VID000702,2026 Global Music Festival Highlights,CH009,TW,C06,2026-06-24,2026-06-03,12,237020,21847,2215,7
TR000703,VID000703,The Ultimate Tech Review 2026,CH004,JP,C03,2026-06-24,2026-02-26,13,2702032,186276,12641,9
